종목코드,종목명,종가,대비,등락률,시장구분,업종명,시가총액,EPS,BPS,주당배당금,배당수익률,Date,PER,PBR,PCR,PSR
005930,삼성전자,77200,1100,1.45,KOSPI,전기전자,460867212860000,3841,39406,2994,3.88,2021-09-24,17.7097355914729,1.67445014774523,7.07738400248135,1.95121415063744
000660,SK하이닉스,107000,3000,2.88,KOSPI,전기전자,77896253055000,6952,71275,1170,1.09,2021-09-24,16.151973566802,1.47959123751905,6.23684484331606,2.40762653469862
035420,NAVER,403000,1000,0.25,KOSPI,서비스업,66198148185000,6877,44850,402,0.1,2021-09-24,65.5676659016066,7.95936548315587,45.4017122719735,12.3876544559869
207940,삼성바이오로직스,933000,17000,1.86,KOSPI,의약품,6.1731945e+13,3642,69505,0,0,2021-09-24,252.580082987552,13.2364529877359,301.196437407224,52.2594436813187
035720,카카오,119500,-2000,-1.65,KOSPI,서비스업,53176565510000,369,14286,30,0.03,,323.85,8.36,,
006400,삼성SDI,725000,0,0,KOSPI,전기전자,49854284250000,8593,184387,1000,0.14,,84.37,3.93,,
051910,LG화학,701000,-15000,-2.09,KOSPI,화학,49485232443000,6666,230440,10000,1.43,,105.16,3.04,,
005380,현대차,209000,1000,0.48,KOSPI,운수장비,44656651083000,5454,250888,3000,1.44,,38.32,0.83,,
068270,셀트리온,275500,8500,3.18,KOSPI,의약품,38001014258000,3756,24262,0,0,,73.35,11.36,,
000270,기아,84100,-400,-0.47,KOSPI,운수장비,34091057482700,3710,73740,1000,1.19,,22.67,1.14,,
323410,카카오뱅크,68000,900,1.34,KOSPI,은행,32306816116000,309,6861,0,0,,220.06,9.91,,
005490,POSCO,362500,-2000,-0.55,KOSPI,철강금속,31605227687500,20165,508464,8000,2.21,,17.98,0.71,,
012330,현대모비스,267500,-3000,-1.11,KOSPI,운수장비,25357152645000,16389,349812,4000,1.5,,16.32,0.76,,
028260,삼성물산,129500,1000,0.78,KOSPI,유통업,24201876989500,6278,160189,2300,1.78,,20.63,0.81,,
259960,크래프톤,493500,1500,0.3,KOSPI,서비스업,24157538107500,13771,28377,0,0,,35.84,17.39,,
066570,LG전자,139500,-1500,-1.06,KOSPI,전기전자,22828870053000,10926,85368,1200,0.86,,12.77,1.63,,
096770,SK이노베이션,240000,3000,1.27,KOSPI,화학,22191735360000,,155153,0,0,,,1.55,,
017670,SK텔레콤,301000,-1000,-0.33,KOSPI,통신업,21690103043000,20463,294058,10000,3.32,,14.71,1.02,,
105560,KB금융,52100,0,0,KOSPI,기타금융,21663592632000,8809,102219,1770,3.4,,5.91,0.51,,
051900,LG생활건강,1358000,-25000,-1.81,KOSPI,화학,21209511526000,47596,268428,11000,0.81,,28.53,5.06,,
302440,SK바이오사이언스,272500,-7500,-2.68,KOSPI,의약품,2.084625e+13,537,4310,0,0,,507.45,63.23,,
055550,신한지주,38700,-50,-0.13,KOSPI,기타금융,19992402739800,6654,82515,1500,3.88,,5.82,0.47,,
034730,SK,273500,2000,0.74,KOSPI,기타금융,19243541229500,3544,245819,7000,2.56,,77.17,1.11,,
361610,SK아이이테크놀로지,224500,1500,0.67,KOSPI,전기전자,16006309404000,1521,19258,0,0,,147.6,11.66,,
015760,한국전력,24500,250,1.03,KOSPI,전기가스업,15728119886500,3102,107945,1216,4.96,,7.9,0.23,,
011200,HMM,38550,600,1.58,KOSPI,운수창고업,15627880373850,103,5164,0,0,,374.27,7.47,,
003550,LG,94600,-200,-0.21,KOSPI,기타금융,14880673937800,8338,115188,2500,2.64,,11.35,0.82,,
032830,삼성생명,72800,-300,-0.41,KOSPI,보험,1.456e+13,7049,209474,2500,3.43,,10.33,0.35,,
009150,삼성전기,178500,-1000,-0.56,KOSPI,전기전자,13332824736000,7993,74385,1400,0.78,,22.33,2.4,,
086790,하나금융지주,44400,-350,-0.78,KOSPI,기타금융,13330747552800,8858,102296,1850,4.17,,5.01,0.43,,
018260,삼성에스디에스,168000,1000,0.6,KOSPI,서비스업,12999470400000,5733,86188,2400,1.43,,29.3,1.95,,
036570,엔씨소프트,587000,-2000,-0.34,KOSPI,서비스업,12887010914000,28504,143098,8550,1.46,,20.59,4.1,,
003670,포스코케미칼,161000,-2000,-1.23,KOSPI,비금속광물,12471578420000,455,15401,300,0.19,,353.85,10.45,,
003490,대한항공,32950,850,2.65,KOSPI,운수창고업,11460696183750,,14181,0,0,,,2.32,,
010950,S-Oil,101500,0,0,KOSPI,화학,11427153388000,,48733,0,0,,,2.08,,
034020,두산중공업,21650,-200,-0.92,KOSPI,기계,11171535832100,,8511,0,0,,,2.54,,
033780,KT&G,81100,-200,-0.25,KOSPI,기타제조업,11134421506700,9320,65822,4800,5.92,,8.7,1.23,,
090430,아모레퍼시픽,190000,-1000,-0.52,KOSPI,화학,11113624210000,512,64736,800,0.42,,371.09,2.93,,
352820,하이브,276500,0,0,KOSPI,서비스업,10797550900500,2956,33218,0,0,,93.54,8.32,,
000810,삼성화재,227500,500,0.22,KOSPI,보험,10777775417500,17760,321574,8800,3.87,,12.81,0.71,,
251270,넷마블,122000,0,0,KOSPI,서비스업,10486327244000,3827,62986,767,0.63,,31.88,1.94,,
329180,현대중공업,111500,500,0.45,KOSPI,운수장비,9898202434000,,75746,0,0,,,1.47,,
010130,고려아연,518000,-6000,-1.15,KOSPI,철강금속,9.77466e+12,32418,369358,15000,2.9,,15.98,1.4,,
011170,롯데케미칼,263000,-2500,-0.94,KOSPI,화학,9014435197000,4623,374803,3600,1.37,,56.89,0.7,,
326030,SK바이오팜,113500,-500,-0.44,KOSPI,서비스업,8888553875000,,4840,0,0,,,23.45,,
018880,한온시스템,16150,100,0.62,KOSPI,기계,8.62087e+12,207,3967,320,1.98,,78.02,4.07,,
030200,KT,32550,50,0.15,KOSPI,통신업,8499189350400,2684,53661,1350,4.15,,12.13,0.61,,
009830,한화솔루션,42100,-100,-0.24,KOSPI,화학,8052824723700,1860,35699,0,0,,22.63,1.18,,
316140,우리금융지주,11050,50,0.45,KOSPI,기타금융,8045069066450,1742,31918,360,3.26,,6.34,0.35,,
024110,기업은행,10200,50,0.49,KOSPI,은행,7591865987400,1977,31597,471,4.62,,5.16,0.32,,
009540,한국조선해양,105500,-13000,-10.97,KOSPI,운수장비,7466563738000,,154102,0,0,,,0.68,,
034220,LG디스플레이,20000,200,1.01,KOSPI,전기전자,7.156314e+12,,31863,0,0,,,0.63,,
004020,현대제철,51500,-100,-0.19,KOSPI,철강금속,6872457927500,,122488,500,0.97,,,0.42,,
086280,현대글로비스,178500,0,0,KOSPI,운수창고업,6.69375e+12,16165,135079,3500,1.96,,11.04,1.32,,
011790,SKC,175500,1000,0.57,KOSPI,화학,6645886299000,1048,47746,1000,0.57,,167.46,3.68,,
097950,CJ제일제당,431000,1500,0.35,KOSPI,음식료품,6488354166000,42783,321970,4000,0.93,,10.07,1.34,,
032640,LG유플러스,14550,0,0,KOSPI,통신업,6352695302550,1095,16891,450,3.09,,13.29,0.86,,
000720,현대건설,56200,500,0.9,KOSPI,건설업,6258193993000,1067,57894,600,1.07,,52.67,0.97,,
011780,금호석유,202000,-6500,-3.12,KOSPI,화학,6154473582000,20881,94002,4200,2.08,,9.67,2.15,,
035250,강원랜드,28350,150,0.53,KOSPI,서비스업,6065213175000,,15177,0,0,,,1.87,,
021240,코웨이,80100,0,0,KOSPI,서비스업,5911349481900,5584,20207,1200,1.5,,14.34,3.96,,
006800,미래에셋증권,9080,400,4.61,KOSPI,증권,5768672984640,1213,11595,200,2.2,,7.49,0.78,,
161390,한국타이어앤테크놀로지,45050,-50,-0.11,KOSPI,화학,5580571858450,3032,59556,650,1.44,,14.86,0.76,,
383220,F&F,712000,-11000,-1.52,KOSPI,섬유의복,5454927480000,,,0,0,,,,,
028050,삼성엔지니어링,27200,250,0.93,KOSPI,서비스업,5.3312e+12,1249,8167,0,0,,21.78,3.33,,
267250,현대중공업지주,65300,-4500,-6.45,KOSPI,화학,5158248450500,,88804,3700,5.67,,,0.74,,
011070,LG이노텍,216000,7000,3.35,KOSPI,전기전자,5112095112000,9978,102576,700,0.32,,21.65,2.11,,
071050,한국금융지주,90500,2400,2.72,KOSPI,기타금융,5043202276000,14780,91124,3000,3.31,,6.12,0.99,,
137310,에스디바이오센서,48250,1150,2.44,KOSPI,의료정밀,4982842782250,6597,8016,535,1.11,,7.31,6.02,,
271560,오리온,126000,1000,0.8,KOSPI,음식료품,4981552632000,6769,46286,750,0.6,,18.61,2.72,,
138040,메리츠금융지주,37150,550,1.5,KOSPI,기타금융,4978519572100,3596,24992,900,2.42,,10.33,1.49,,
139480,이마트,174500,2000,1.16,KOSPI,유통업,4864330415500,12378,325504,2000,1.15,,14.1,0.54,,
008930,한미사이언스,69700,-400,-0.57,KOSPI,기타금융,4691131386700,343,9788,200,0.29,,203.21,7.12,,
000100,유한양행,64500,-300,-0.46,KOSPI,의약품,4513255855500,2943,25880,400,0.62,,21.92,2.49,,
016360,삼성증권,49400,500,1.02,KOSPI,증권,4.41142e+12,5686,59542,2200,4.45,,8.69,0.83,,
002790,아모레G,53100,500,0.95,KOSPI,화학,4378529358000,74,33851,230,0.43,,717.57,1.57,,
005830,DB손해보험,60800,-600,-0.98,KOSPI,보험,4.30464e+12,9171,90596,2200,3.62,,6.63,0.67,,
241560,두산밥캣,42300,800,1.93,KOSPI,기계,4240539721800,2466,40637,0,0,,17.15,1.04,,
003410,쌍용C&E,8350,-110,-1.3,KOSPI,비금속광물,4207227618250,275,3353,440,5.27,,30.36,2.49,,
006280,녹십자,358500,-6500,-1.78,KOSPI,의약품,4189623873000,7101,95710,1500,0.42,,50.49,3.75,,
180640,한진칼,62500,-200,-0.32,KOSPI,운수창고업,4171179562500,,22665,0,0,,,2.76,,
002380,KCC,454000,-4000,-0.87,KOSPI,화학,4034457834000,72945,548119,5700,1.26,,6.22,0.83,,
078930,GS,43050,-550,-1.26,KOSPI,기타금융,4000007022900,,88213,1900,4.41,,,0.49,,
028670,팬오션,7480,80,1.08,KOSPI,운수창고업,3998579949760,173,5250,50,0.67,,43.24,1.42,,
006360,GS건설,46150,50,0.11,KOSPI,건설업,3949585763500,3919,51311,1200,2.6,,11.78,0.9,,
029780,삼성카드,33800,-300,-0.88,KOSPI,기타금융,3916030515800,3737,61450,1800,5.33,,9.04,0.55,,
010140,삼성중공업,6150,-90,-1.44,KOSPI,운수장비,3.8745e+12,,5536,0,0,,,1.11,,
000120,CJ대한통운,169000,1000,0.6,KOSPI,운수창고업,3855286136000,5683,146331,0,0,,29.74,1.15,,
036460,한국가스공사,41500,-850,-2.01,KOSPI,전기가스업,3830989500000,,81040,0,0,,,0.51,,
020150,일진머티리얼즈,82400,-4700,-5.4,KOSPI,전기전자,3799532804000,927,13255,200,0.24,,88.89,6.22,,
014680,한솔케미칼,333500,-1500,-0.45,KOSPI,화학,3780287532500,11067,48977,1800,0.54,,30.13,6.81,,
005940,NH투자증권,13400,150,1.13,KOSPI,증권,3770879085800,1923,19308,700,5.22,,6.97,0.69,,
000060,메리츠화재,30350,-250,-0.82,KOSPI,보험,3660968750000,3856,22175,1280,4.22,,7.87,1.37,,
004990,롯데지주,34750,-250,-0.71,KOSPI,기타금융,3645595985750,,60599,1000,2.88,,,0.57,,
128940,한미약품,301000,1500,0.5,KOSPI,의약품,3635562882000,997,60518,500,0.17,,301.91,4.97,,
298050,효성첨단소재,810000,33000,4.25,KOSPI,화학,3628757880000,18,69831,0,0,,45000,11.6,,
272210,한화시스템,19200,350,1.86,KOSPI,전기전자,3627252268800,760,8376,230,1.2,,25.26,2.29,,
007070,GS리테일,34150,150,0.44,KOSPI,유통업,3576117036300,2187,29928,900,2.64,,15.61,1.14,,
008560,메리츠증권,5240,-20,-0.38,KOSPI,증권,3572268233960,865,6178,320,6.11,,6.06,0.85,,
008770,호텔신라,89100,400,0.45,KOSPI,유통업,3497007581100,,15588,200,0.22,,,5.72,,
019170,신풍제약,65600,-700,-1.06,KOSPI,의약품,3475815344000,100,6766,100,0.15,,656,9.7,,
010060,OCI,142000,-4000,-2.74,KOSPI,화학,3386610682000,,98159,0,0,,,1.45,,
285130,SK케미칼,288000,-9500,-3.19,KOSPI,화학,3384402048000,19421,72187,2000,0.69,,14.83,3.99,,
336260,두산퓨얼셀,50500,-600,-1.17,KOSPI,전기전자,3307433163000,203,6262,0,0,,248.77,8.06,,
012510,더존비즈온,108500,2500,2.36,KOSPI,서비스업,3291961718500,1830,12507,450,0.41,,59.29,8.68,,
012750,에스원,84900,-300,-0.35,KOSPI,서비스업,3226130212200,4203,36426,2500,2.94,,20.2,2.33,,
298020,효성티앤씨,733000,-23000,-3.04,KOSPI,화학,3172190906000,31698,138867,5000,0.68,,23.12,5.28,,
047810,한국항공우주,32450,900,2.85,KOSPI,운수장비,3163067222150,766,12264,200,0.62,,42.36,2.65,,
112610,씨에스윈드,74300,-1100,-1.46,KOSPI,기계,3133335242900,898,11340,1000,1.35,,82.74,6.55,,
039490,키움증권,118000,1000,0.85,KOSPI,증권,3093902534000,30319,111919,3000,2.54,,3.89,1.05,,
042660,대우조선해양,28800,-550,-1.87,KOSPI,운수장비,3089971267200,583,36061,0,0,,49.4,0.8,,
047050,포스코인터내셔널,25000,-400,-1.57,KOSPI,유통업,3084378725000,1934,25598,700,2.8,,12.93,0.98,,
023530,롯데쇼핑,108000,0,0,KOSPI,유통업,3055185540000,,346484,2800,2.59,,,0.31,,
001040,CJ,104000,1000,0.97,KOSPI,기타금융,3034407792000,2581,130202,2000,1.92,,40.29,0.8,,
282330,BGF리테일,175000,500,0.29,KOSPI,유통업,3024683550000,7103,40317,2400,1.37,,24.64,4.34,,
047040,대우건설,7140,-30,-0.42,KOSPI,건설업,2967545635320,691,6435,0,0,,10.33,1.11,,
307950,현대오토에버,108000,-1000,-0.92,KOSPI,서비스업,2961790056000,2809,26430,750,0.69,,38.45,4.09,,
120110,코오롱인더,109000,8000,7.92,KOSPI,화학,2940693560000,6834,73257,1000,0.92,,15.95,1.49,,
026960,동서,29250,-600,-2.01,KOSPI,유통업,2.916225e+12,1186,13861,700,2.39,,24.66,2.11,,
009240,한샘,123000,1500,1.23,KOSPI,유통업,2894673144000,3766,25832,1300,1.06,,32.66,4.76,,
010620,현대미포조선,72300,-5400,-6.95,KOSPI,운수장비,2887817372700,,58248,0,0,,,1.24,,
204320,만도,60900,-500,-0.81,KOSPI,운수장비,2859688608000,124,34872,0,0,,491.13,1.75,,
088350,한화생명,3275,-55,-1.65,KOSPI,보험,2844435750000,184,14584,30,0.92,,17.8,0.22,,
081660,휠라홀딩스,46300,-750,-1.59,KOSPI,유통업,2812827878600,2306,21274,185,0.4,,20.08,2.18,,
271940,일진하이솔루스,75200,-3000,-3.84,KOSPI,운수장비,2730751888000,536,1832,0,0,,140.3,41.05,,
375500,DL이앤씨,139500,-2000,-1.41,KOSPI,건설업,2700543951000,,,0,0,,,,,
004170,신세계,271000,-500,-0.18,KOSPI,유통업,2668044051000,,349650,1500,0.55,,,0.78,,
064350,현대로템,24100,-50,-0.21,KOSPI,운수장비,2630329261300,326,12493,0,0,,73.93,1.93,,
000880,한화,35050,-250,-0.71,KOSPI,화학,2627303661750,2831,46059,700,2,,12.38,0.76,,
030000,제일기획,22700,50,0.22,KOSPI,서비스업,2611435807500,1554,8758,840,3.7,,14.61,2.59,,
138930,BNK금융지주,7960,-90,-1.12,KOSPI,기타금융,2594444558160,1498,26781,320,4.02,,5.31,0.3,,
004800,효성,123000,-1500,-1.2,KOSPI,기타금융,2591736075000,,105988,5000,4.07,,,1.16,,
012450,한화에어로스페이스,51100,900,1.79,KOSPI,운수장비,2.587193e+12,2390,51308,600,1.17,,21.38,1,,
000990,DB하이텍,57600,900,1.59,KOSPI,전기전자,2557358668800,3822,17851,350,0.61,,15.07,3.23,,
000080,하이트진로,34050,-650,-1.87,KOSPI,음식료품,2388049454550,1246,15067,750,2.2,,27.33,2.26,,
004000,롯데정밀화학,91100,-200,-0.22,KOSPI,화학,2.35038e+12,7805,63942,1500,1.65,,11.67,1.42,,
001440,대한전선,2665,-40,-1.48,KOSPI,전기전자,2282500568985,3,402,0,0,,888.33,6.63,,
011210,현대위아,83700,-600,-0.71,KOSPI,운수장비,2276228447100,2295,114656,700,0.84,,36.47,0.73,,
001450,현대해상,24750,-150,-0.6,KOSPI,보험,2.21265e+12,3955,53743,1000,4.04,,6.26,0.46,,
006260,LS,67400,-1100,-1.61,KOSPI,기타금융,2.17028e+12,4568,101468,1450,2.15,,14.75,0.66,,
003090,대웅,34950,50,0.14,KOSPI,기타금융,2032062201000,2343,11787,100,0.29,,14.92,2.97,,
010120,LS ELECTRIC,67700,-1300,-1.88,KOSPI,전기전자,2.031e+12,2905,47050,1100,1.62,,23.3,1.44,,
111770,영원무역,45150,-50,-0.11,KOSPI,유통업,2000662780200,3366,41408,500,1.11,,13.41,1.09,,
336370,솔루스첨단소재,65100,-900,-1.36,KOSPI,전기전자,1991393245800,,7377,10,0.02,,,8.82,,
017800,현대엘리베이,48200,-150,-0.31,KOSPI,기계,1967292206200,2389,24732,800,1.66,,20.18,1.95,,
069960,현대백화점,81900,-100,-0.12,KOSPI,유통업,1916659917900,3172,182312,1000,1.22,,25.82,0.45,,
001230,동국제강,19950,-550,-2.68,KOSPI,철강금속,1903883103150,700,21305,200,1,,28.5,0.94,,
294870,HDC현대산업개발,28600,-250,-0.87,KOSPI,건설업,1884949638000,3622,41620,600,2.1,,7.9,0.69,,
052690,한전기술,49300,-1500,-2.95,KOSPI,서비스업,1.884246e+12,530,13058,282,0.57,,93.02,3.78,,
007310,오뚜기,512000,6000,1.19,KOSPI,음식료품,1880054272000,31296,381649,8000,1.56,,16.36,1.34,,
020560,아시아나항공,25100,-150,-0.59,KOSPI,운수창고업,1867735276400,,13861,0,0,,,1.81,,
069620,대웅제약,154500,0,0,KOSPI,의약품,1790125837500,1196,47554,600,0.39,,129.18,3.25,,
004370,농심,290000,-3000,-1.02,KOSPI,음식료품,1763966180000,25682,334382,4000,1.38,,11.29,0.87,,
178920,PI첨단소재,59800,-700,-1.16,KOSPI,화학,1756106055600,1421,9633,711,1.19,,42.08,6.21,,
014820,동원시스템즈,68000,-2500,-3.55,KOSPI,화학,1742058748000,2003,18717,600,0.88,,33.95,3.63,,
051600,한전KPS,38650,-1000,-2.52,KOSPI,건설업,1.73925e+12,1935,23371,1146,2.97,,19.97,1.65,,
093370,후성,18550,-400,-2.11,KOSPI,화학,1717856492450,65,2350,0,0,,285.38,7.89,,
073240,금호타이어,5860,-80,-1.35,KOSPI,화학,1683345281820,,4065,0,0,,,1.44,,
089860,롯데렌탈,45500,200,0.44,KOSPI,서비스업,1666849866500,1562,23931,300,0.66,,29.13,1.9,,
000150,두산,1e+05,-2000,-1.96,KOSPI,서비스업,1652383500000,,77507,2000,2,,,1.29,,
175330,JB금융지주,8210,-130,-1.56,KOSPI,기타금융,1617229559740,1774,19069,374,4.56,,4.63,0.43,,
042700,한미반도체,32500,650,2.04,KOSPI,기계,1607446002500,1004,4992,400,1.23,,32.37,6.51,,
011000,진원생명과학,35150,-1200,-3.3,KOSPI,의약품,1589184506200,,2200,0,0,,,15.98,,
010780,아이에스동서,51300,-200,-0.39,KOSPI,비금속광물,1584790687800,4070,38111,1000,1.95,,12.6,1.35,,
006650,대한유화,243500,-7500,-2.99,KOSPI,화학,1.58275e+12,20603,291403,3000,1.23,,11.82,0.84,,
018670,SK가스,171000,-500,-0.29,KOSPI,유통업,1578371724000,29674,205706,4000,2.34,,5.76,0.83,,
000240,한국앤컴퍼니,16550,-250,-1.49,KOSPI,기타금융,1571178222000,1848,36437,500,3.02,,8.96,0.45,,
139130,DGB금융지주,9210,-150,-1.6,KOSPI,기타금융,1557833121930,1908,29493,390,4.23,,4.83,0.31,,
005250,녹십자홀딩스,32950,300,0.92,KOSPI,서비스업,1549579519500,3793,18556,500,1.52,,8.69,1.78,,
192820,코스맥스,135000,4000,3.05,KOSPI,화학,1532183715000,2086,33444,0,0,,64.72,4.04,,
248070,솔루엠,30550,-250,-0.81,KOSPI,전기전자,1527669583050,1008,2922,0,0,,30.31,10.46,,
000210,DL,72200,-1300,-1.77,KOSPI,기타금융,1513014824800,13077,67178,1300,1.8,,5.52,1.07,,
009900,명신산업,28800,-550,-1.87,KOSPI,운수장비,1511139830400,,4177,0,0,,,6.89,,
003000,부광약품,21100,-100,-0.47,KOSPI,의약품,1499430333900,,3643,100,0.47,,,5.79,,
032350,롯데관광개발,20900,250,1.21,KOSPI,서비스업,1447861335800,,3313,0,0,,,6.31,,
005070,코스모신소재,47700,400,0.85,KOSPI,화학,1435144605300,401,6045,0,0,,118.95,7.89,,
016380,KG동부제철,14350,-350,-2.38,KOSPI,철강금속,1435127671950,668,9715,100,0.7,,21.48,1.48,,
003580,넥스트사이언스,34400,2550,8.01,KOSPI,광업,1433304792800,,2013,0,0,,,17.09,,
031430,신세계인터내셔날,199000,500,0.25,KOSPI,유통업,1.42086e+12,7131,89514,1100,0.55,,27.91,2.22,,
185750,종근당,124000,1500,1.22,KOSPI,의약품,1416836276000,8081,48322,1000,0.81,,15.34,2.57,,
181710,NHN,71900,3900,5.74,KOSPI,서비스업,1406725297500,1148,81621,0,0,,62.63,0.88,,
007700,F&F홀딩스,35650,-650,-1.79,KOSPI,섬유의복,1394427183550,5599,35801,1000,2.81,,6.37,1,,
005300,롯데칠성,149000,-2500,-1.65,KOSPI,음식료품,1382553716000,,132776,2700,1.81,,,1.12,,
