종목코드,종목명,종가,대비,등락률,시장구분,업종명,시가총액,EPS,BPS,주당배당금,배당수익률,Date,PER,PBR,PCR,PSR
000230,일동홀딩스,13350,200,1.52,KOSPI,의약품,154064340000,,10633,100,0.75,,,1.26,,
071970,STX중공업,5430,-190,-3.38,KOSPI,기계,154027249680,39,6131,0,0,,139.23,0.89,,
025750,한솔홈데코,1905,-5,-0.26,KOSPI,종이목재,153476608845,7,1918,0,0,,272.14,0.99,,
004060,SG세계물산,751,0,0,KOSPI,유통업,152021144960,,969,0,0,,,0.78,,
025820,이구산업,4545,-80,-1.73,KOSPI,철강금속,151993890000,57,3058,30,0.66,,79.74,1.49,,
004440,삼일씨엔에스,11900,-250,-2.06,KOSPI,비금속광물,151510169300,,21785,0,0,,,0.55,,
019440,세아특수강,17550,150,0.86,KOSPI,철강금속,150403500000,,35541,700,3.99,,,0.49,,
008600,윌비스,2285,-90,-3.79,KOSPI,유통업,150288818920,,1552,0,0,,,1.47,,
012200,계양전기,4550,-20,-0.44,KOSPI,기계,1.4833e+11,294,5664,35,0.77,,15.48,0.8,,
006340,대원전선,2065,-30,-1.43,KOSPI,전기전자,146650036855,32,1159,0,0,,64.53,1.78,,
011150,CJ씨푸드,4080,-25,-0.61,KOSPI,음식료품,146597553840,58,1823,0,0,,70.34,2.24,,
002880,대유에이텍,1305,-20,-1.51,KOSPI,운수장비,145979357985,,1045,0,0,,,1.25,,
003480,한진중공업홀딩스,4935,45,0.92,KOSPI,전기가스업,145729622220,,11160,0,0,,,0.44,,
005320,국동,2695,-15,-0.55,KOSPI,유통업,145729316810,458,2309,50,1.86,,5.88,1.17,,
023960,에쓰씨엔지니어링,5050,255,5.32,KOSPI,건설업,145594464350,,786,0,0,,,6.42,,
013570,디와이,5500,-30,-0.54,KOSPI,기타금융,144757981500,,12760,100,1.82,,,0.43,,
000220,유유제약,8330,40,0.48,KOSPI,의약품,143545483830,84,6360,210,2.52,,99.17,1.31,,
024890,대원화성,3475,-75,-2.11,KOSPI,화학,143340803200,,1843,10,0.29,,,1.89,,
267290,경동도시가스,24250,-100,-0.41,KOSPI,전기가스업,142963595500,3224,60459,875,3.61,,7.52,0.4,,
134790,시디즈,71300,400,0.56,KOSPI,기타제조업,1.426e+11,10331,24393,300,0.42,,6.9,2.92,,
001260,남광토건,14450,-150,-1.03,KOSPI,건설업,142027619450,1401,6746,0,0,,10.31,2.14,,
010960,삼호개발,5660,-80,-1.39,KOSPI,건설업,1.415e+11,802,8443,190,3.36,,7.06,0.67,,
120030,조선선재,112500,-2500,-2.17,KOSPI,기계,141485737500,8778,92985,1500,1.33,,12.82,1.21,,
093240,형지엘리트,4535,-255,-5.32,KOSPI,섬유의복,141287008930,,2007,0,0,,,2.26,,
002760,보락,2355,-55,-2.28,KOSPI,화학,141064500000,7,735,4,0.17,,336.43,3.2,,
013520,화승코퍼레이션,2790,50,1.82,KOSPI,운수장비,139642993080,,3196,25,0.9,,,0.87,,
000890,보해양조,1020,0,0,KOSPI,음식료품,139521698580,14,617,0,0,,72.86,1.65,,
023000,삼원강재,3475,-15,-0.43,KOSPI,운수장비,1.39e+11,204,5319,105,3.02,,17.03,0.65,,
020760,일진디스플,4030,-30,-0.74,KOSPI,전기전자,138907192580,,939,0,0,,,4.29,,
003650,미창석유,79500,-1500,-1.85,KOSPI,화학,138303924000,12962,159298,2100,2.64,,6.13,0.5,,
214420,토니모리,7500,100,1.35,KOSPI,화학,137877907500,,3554,0,0,,,2.11,,
011390,부산산업,130500,0,0,KOSPI,비금속광물,1.37808e+11,2333,54994,250,0.19,,55.94,2.37,,
067830,세이브존I&C,3355,-20,-0.59,KOSPI,유통업,137692202725,262,11015,30,0.89,,12.81,0.3,,
013870,지엠비코리아,7210,10,0.14,KOSPI,운수장비,137511138800,,11553,0,0,,,0.62,,
005740,크라운해태홀딩스,9260,-40,-0.43,KOSPI,기타금융,137486433220,1527,18262,100,1.08,,6.06,0.51,,
016090,대현,3095,-285,-8.43,KOSPI,섬유의복,137053749450,204,4597,40,1.29,,15.17,0.67,,
005010,휴스틸,17800,-1150,-6.07,KOSPI,철강금속,136272617000,1134,54380,200,1.12,,15.7,0.33,,
002720,국제약품,7030,-80,-1.13,KOSPI,의약품,135510912700,120,3659,0,0,,58.58,1.92,,
069730,DSR제강,9410,-1340,-12.47,KOSPI,철강금속,1.35504e+11,367,10157,40,0.43,,25.64,0.93,,
003350,한국화장품제조,29850,-100,-0.33,KOSPI,화학,135280200000,,9768,0,0,,,3.06,,
004840,DRB동일,6780,190,2.88,KOSPI,화학,135125400000,121,17702,50,0.74,,56.03,0.38,,
047400,유니온머티리얼,3205,-30,-0.93,KOSPI,비금속광물,1.3461e+11,,1980,20,0.62,,,1.62,,
143210,핸즈코퍼레이션,6140,-210,-3.31,KOSPI,운수장비,134240465520,,13471,0,0,,,0.46,,
023810,인팩,13400,300,2.29,KOSPI,운수장비,1.34e+11,337,9650,150,1.12,,39.76,1.39,,
007540,샘표,46250,-100,-0.22,KOSPI,기타금융,133005750000,15906,62296,200,0.43,,2.91,0.74,,
002700,신일전자,1865,-10,-0.53,KOSPI,유통업,132503626665,115,1059,20,1.07,,16.22,1.76,,
005750,대림B&Co,7930,-100,-1.25,KOSPI,비금속광물,132210863200,,9517,130,1.64,,,0.83,,
009460,한창제지,2215,-15,-0.67,KOSPI,종이목재,132163481490,177,1587,20,0.9,,12.51,1.4,,
091090,세원이앤씨,903,3,0.33,KOSPI,기계,131395612173,,1229,0,0,,,0.73,,
004410,서울식품,355,-6,-1.66,KOSPI,음식료품,131319448345,,78,0,0,,,4.55,,
092440,기신정기,4480,-50,-1.1,KOSPI,기계,1.30816e+11,335,8360,150,3.35,,13.37,0.54,,
118000,우리들휴브레인,1620,-10,-0.61,KOSPI,유통업,130732062480,239,1262,0,0,,6.78,1.28,,
008260,NI스틸,4560,-25,-0.55,KOSPI,철강금속,130416533520,424,4246,50,1.1,,10.75,1.07,,
264900,크라운제과,10350,-50,-0.48,KOSPI,음식료품,129621847500,1247,11481,250,2.42,,8.3,0.9,,
011810,STX,4820,-75,-1.53,KOSPI,유통업,129505206000,,1314,0,0,,,3.67,,
009440,KC그린홀딩스,5770,-100,-1.7,KOSPI,기타금융,129449834600,,6349,40,0.69,,,0.91,,
119650,KC코트렐,7340,-60,-0.81,KOSPI,기계,1.29184e+11,,813,0,0,,,9.03,,
012170,아센디오,2030,-5,-0.25,KOSPI,서비스업,128923667880,,326,0,0,,,6.23,,
034590,인천도시가스,29250,0,0,KOSPI,전기가스업,127961554500,2762,43813,1250,4.27,,10.59,0.67,,
007980,태평양물산,2650,50,1.92,KOSPI,섬유의복,127596405550,,3487,0,0,,,0.76,,
001550,조비,24550,-200,-0.81,KOSPI,화학,127469467450,579,9861,0,0,,42.4,2.49,,
021050,서원,2685,95,3.67,KOSPI,철강금속,127469274150,,2118,0,0,,,1.27,,
012280,영화금속,2375,-100,-4.04,KOSPI,운수장비,126811949375,,1380,15,0.63,,,1.72,,
017040,광명전기,2910,-100,-3.32,KOSPI,전기전자,126112459650,108,2362,15,0.52,,26.94,1.23,,
026940,부국철강,6290,500,8.64,KOSPI,철강금속,1.258e+11,40,5663,75,1.19,,157.25,1.11,,
009180,한솔로지스틱스,4535,-45,-0.98,KOSPI,운수창고업,124610122375,316,1989,50,1.1,,14.35,2.28,,
092780,동양피스톤,9450,-700,-6.9,KOSPI,운수장비,124441947000,,7084,60,0.63,,,1.33,,
053690,한미글로벌,11350,-250,-2.16,KOSPI,서비스업,124368192500,974,10889,300,2.64,,11.65,1.04,,
006370,대구백화점,11400,-150,-1.3,KOSPI,유통업,123366365400,,24233,100,0.88,,,0.47,,
000520,삼일제약,9110,-20,-0.22,KOSPI,의약품,123324648130,110,4746,75,0.82,,82.82,1.92,,
013700,까뮤이앤씨,2730,130,5,KOSPI,건설업,123265724400,208,1833,20,0.73,,13.13,1.49,,
004770,써니전자,3530,105,3.07,KOSPI,전기전자,123002888830,170,1832,0,0,,20.76,1.93,,
010600,웰바이오텍,2075,35,1.72,KOSPI,유통업,121755281300,,419,0,0,,,4.95,,
011700,한신기계,3745,-175,-4.46,KOSPI,기계,121510835495,111,2538,35,0.93,,33.74,1.48,,
000500,가온전선,29200,-100,-0.34,KOSPI,전기전자,121482132400,2418,63351,600,2.05,,12.08,0.46,,
001290,상상인증권,1250,-25,-1.96,KOSPI,증권,121336417500,27,1799,0,0,,46.3,0.69,,
009810,엔케이물산,1515,70,4.84,KOSPI,유통업,120350403150,86,783,0,0,,17.62,1.93,,
058850,KTcs,2815,-5,-0.18,KOSPI,서비스업,120158275000,257,3831,80,2.84,,10.95,0.73,,
227840,현대코퍼레이션홀딩스,13200,50,0.38,KOSPI,유통업,120131035200,2063,19321,500,3.79,,6.4,0.68,,
005870,휴니드,8490,50,0.59,KOSPI,전기전자,119844967350,432,8452,0,0,,19.65,1,,
009200,무림페이퍼,2870,-20,-0.69,KOSPI,종이목재,119418719700,,9572,50,1.74,,,0.3,,
100220,비상교육,9170,10,0.11,KOSPI,서비스업,119180114970,,15074,150,1.64,,,0.61,,
163560,동일고무벨트,8560,10,0.12,KOSPI,화학,1.18984e+11,524,14392,100,1.17,,16.34,0.59,,
015590,큐로,514,5,0.98,KOSPI,기계,118842781932,7,473,0,0,,73.43,1.09,,
002600,조흥,198000,0,0,KOSPI,음식료품,1.188e+11,12528,222051,6000,3.03,,15.8,0.89,,
031820,콤텍시스템,978,-4,-0.41,KOSPI,서비스업,118388333748,,1163,0,0,,,0.84,,
012160,영흥,1150,-15,-1.29,KOSPI,철강금속,116506927800,,1582,20,1.74,,,0.73,,
075180,새론오토모티브,6060,0,0,KOSPI,운수장비,1.16352e+11,321,11350,150,2.48,,18.88,0.53,,
090080,평화산업,2115,-80,-3.64,KOSPI,운수장비,116118277785,,465,0,0,,,4.55,,
129260,인터지스,3900,5,0.13,KOSPI,운수창고업,116016708600,180,6245,0,0,,21.67,0.62,,
002360,SH에너지화학,1040,-40,-3.7,KOSPI,화학,115579079200,,808,0,0,,,1.29,,
009320,대우부품,2420,10,0.41,KOSPI,운수장비,115304227500,,733,0,0,,,3.3,,
011330,유니켐,1670,40,2.45,KOSPI,기타제조업,114746272810,162,1423,50,2.99,,10.31,1.17,,
004270,남성,3160,-15,-0.47,KOSPI,유통업,114430425600,,2095,35,1.11,,,1.51,,
378850,화승알앤에이,6000,-170,-2.76,KOSPI,운수장비,113961738000,,,0,0,,,,,
010820,퍼스텍,2365,-10,-0.42,KOSPI,기계,113665352900,151,930,0,0,,15.66,2.54,,
001620,케이비아이동국실업,1290,-55,-4.09,KOSPI,운수장비,112511190330,,2511,0,0,,,0.51,,
015230,대창단조,7870,0,0,KOSPI,운수장비,112431725050,1004,13119,180,2.29,,7.84,0.6,,
003610,방림,2640,-95,-3.47,KOSPI,섬유의복,111709197600,128,4519,35,1.33,,20.63,0.58,,
003720,삼영화학,3260,-115,-3.41,KOSPI,화학,1.1084e+11,6,1297,0,0,,543.33,2.51,,
035000,지투알,6680,30,0.45,KOSPI,서비스업,110670292120,558,8771,300,4.49,,11.97,0.76,,
001380,SG글로벌,2460,0,0,KOSPI,운수장비,110611791780,,2812,0,0,,,0.87,,
078000,텔코웨어,11400,-50,-0.44,KOSPI,서비스업,110610848400,332,11338,480,4.21,,34.34,1.01,,
027970,세하,1920,10,0.52,KOSPI,종이목재,110520954240,322,1525,0,0,,5.96,1.26,,
002200,한국수출포장,27550,0,0,KOSPI,종이목재,1.102e+11,2090,63143,600,2.18,,13.18,0.44,,
005800,신영와코루,122000,-500,-0.41,KOSPI,섬유의복,1.098e+11,3245,352404,1500,1.23,,37.6,0.35,,
004870,티웨이홀딩스,1410,90,6.82,KOSPI,비금속광물,109215072180,,994,0,0,,,1.42,,
004910,조광페인트,8280,-20,-0.24,KOSPI,화학,1.05984e+11,436,15814,200,2.42,,18.99,0.52,,
111110,호전실업,13200,-50,-0.38,KOSPI,섬유의복,1.056e+11,,12387,200,1.52,,,1.07,,
023150,MH에탄올,14100,-2200,-13.5,KOSPI,음식료품,104037216600,1049,8318,350,2.48,,13.44,1.7,,
030790,비케이탑스,6880,-320,-4.44,KOSPI,서비스업,103722873120,,1763,0,0,,,3.9,,
007590,동방아그로,7600,-20,-0.26,KOSPI,화학,103493585200,569,10372,370,4.87,,13.36,0.73,,
006090,사조오양,10950,-50,-0.45,KOSPI,음식료품,103178992050,1959,19611,150,1.37,,5.59,0.56,,
000040,KR모터스,1065,-5,-0.47,KOSPI,운수장비,102386296920,,396,0,0,,,2.69,,
024900,덕양산업,3135,75,2.45,KOSPI,운수장비,102091212300,,1362,0,0,,,2.3,,
000910,유니온,6500,-70,-1.07,KOSPI,비금속광물,101475523500,951,8009,125,1.92,,6.83,0.81,,
000650,천일고속,70100,400,0.57,KOSPI,운수창고업,100188322000,,26545,3000,4.28,,,2.64,,
049800,우진플라임,4955,-95,-1.88,KOSPI,기계,9.91e+10,389,3039,100,2.02,,12.74,1.63,,
002070,비비안,3285,-35,-1.05,KOSPI,섬유의복,97873257150,,3376,0,0,,,0.97,,
006980,우성사료,31250,-300,-0.95,KOSPI,음식료품,96562500000,2240,57410,150,0.48,,13.95,0.54,,
008420,문배철강,4700,-135,-2.79,KOSPI,철강금속,96366473500,440,5808,50,1.06,,10.68,0.81,,
014710,사조씨푸드,5560,-80,-1.42,KOSPI,음식료품,95735099080,455,12244,0,0,,12.22,0.45,,
002920,유성기업,3680,-65,-1.74,KOSPI,운수장비,95486800000,,10196,120,3.26,,,0.36,,
014440,영보화학,4760,-5,-0.1,KOSPI,화학,9.52e+10,146,7376,75,1.58,,32.6,0.65,,
004450,삼화왕관,43900,-100,-0.23,KOSPI,기계,94577238100,819,66914,1250,2.85,,53.6,0.66,,
058730,다스코,5800,-20,-0.34,KOSPI,기계,9.454e+10,,7664,0,0,,,0.76,,
005360,모나미,5000,-10,-0.2,KOSPI,유통업,94486535000,4,4630,70,1.4,,1250,1.08,,
025620,제이준코스메틱,1330,-5,-0.37,KOSPI,화학,93268924630,,1201,0,0,,,1.11,,
001020,페이퍼코리아,2465,-35,-1.4,KOSPI,종이목재,93264867390,7,748,0,0,,352.14,3.3,,
010100,한국프랜지,3060,30,0.99,KOSPI,운수장비,93178285200,379,7395,50,1.63,,8.07,0.41,,
001080,만호제강,22350,-250,-1.11,KOSPI,철강금속,92752500000,420,55976,200,0.89,,53.21,0.4,,
002220,한일철강,3470,25,0.73,KOSPI,철강금속,92640186200,,5895,0,0,,,0.59,,
058860,KTis,2655,35,1.34,KOSPI,서비스업,92399310000,223,4810,80,3.01,,11.91,0.55,,
085310,엔케이,1155,-25,-2.12,KOSPI,기계,92380771560,,1118,0,0,,,1.03,,
002870,신풍제지,2630,-50,-1.87,KOSPI,종이목재,91941381000,1189,2884,50,1.9,,2.21,0.91,,
023350,한국종합기술,8350,-100,-1.18,KOSPI,서비스업,91432500000,591,12558,100,1.2,,14.13,0.66,,
145210,다이나믹디자인,577,7,1.23,KOSPI,기계,91332894942,,422,0,0,,,1.37,,
133820,화인베스틸,3085,-150,-4.64,KOSPI,철강금속,91161750000,,2583,0,0,,,1.19,,
027740,마니커,458,-2,-0.43,KOSPI,음식료품,90900448052,,361,0,0,,,1.27,,
041650,상신브레이크,4215,-85,-1.98,KOSPI,운수장비,90502161750,,7620,50,1.19,,,0.55,,
012320,경동인베스트,38250,50,0.13,KOSPI,기타금융,90462129750,6956,178373,500,1.31,,5.5,0.21,,
001140,국보,1475,65,4.61,KOSPI,운수창고업,90071672975,,609,0,0,,,2.42,,
014990,인디에프,1515,0,0,KOSPI,섬유의복,89283487425,,699,0,0,,,2.17,,
002140,고려산업,3550,50,1.43,KOSPI,음식료품,88534958750,278,4108,35,0.99,,12.77,0.86,,
001560,제일연마,8650,10,0.12,KOSPI,비금속광물,8.65e+10,435,8589,220,2.54,,19.89,1.01,,
015540,쎌마테라퓨틱스,6410,0,0,KOSPI,서비스업,86229499400,,60,0,0,,,106.83,,
008110,대동전자,8080,10,0.12,KOSPI,전기전자,84762811760,398,14879,0,0,,20.3,0.54,,
000850,화천기공,38050,-150,-0.39,KOSPI,기계,8.371e+10,2053,134620,750,1.97,,18.53,0.28,,
005110,한창,1250,10,0.81,KOSPI,유통업,83487836250,,544,0,0,,,2.3,,
003080,성보화학,4125,-20,-0.48,KOSPI,화학,82582500000,,6827,135,3.27,,,0.6,,
009770,삼정펄프,32450,-250,-0.76,KOSPI,종이목재,81124058950,10743,84390,1000,3.08,,3.02,0.38,,
021820,세원정공,8090,0,0,KOSPI,운수장비,8.09e+10,760,41536,25,0.31,,10.64,0.19,,
017370,우신시스템,4330,-135,-3.02,KOSPI,기계,79299853820,,5632,0,0,,,0.77,,
003780,진양산업,6070,-10,-0.16,KOSPI,화학,7.891e+10,395,3341,180,2.97,,15.37,1.82,,
014130,한익스프레스,6520,-10,-0.15,KOSPI,운수창고업,7.824e+10,,5662,0,0,,,1.15,,
071090,하이스틸,3880,-215,-5.25,KOSPI,철강금속,77597827200,,6302,10,0.26,,,0.62,,
010770,평화홀딩스,5270,-110,-2.04,KOSPI,운수장비,77076205820,,7852,150,2.85,,,0.67,,
003010,혜인,6050,20,0.33,KOSPI,유통업,76912119350,484,8434,120,1.98,,12.5,0.72,,
009310,참엔지니어링,1385,-30,-2.12,KOSPI,기계,76907061140,90,1453,0,0,,15.39,0.95,,
090370,메타랩스,1150,-15,-1.29,KOSPI,섬유의복,75765811100,,832,0,0,,,1.38,,
000950,전방,45050,950,2.15,KOSPI,섬유의복,7.5684e+10,5181,83530,0,0,,8.7,0.54,,
123700,SJM,4850,-60,-1.22,KOSPI,운수장비,75683755300,172,10466,50,1.03,,28.2,0.46,,
004100,태양금속,2015,-165,-7.57,KOSPI,운수장비,73950500000,,2467,5,0.25,,,0.82,,
000590,CS홀딩스,64000,100,0.16,KOSPI,기타금융,73886848000,6657,210057,500,0.78,,9.61,0.3,,
069640,한세엠케이,5700,-200,-3.39,KOSPI,유통업,73583135400,,6030,0,0,,,0.95,,
007120,미래아이앤지,567,-7,-1.22,KOSPI,서비스업,73417511916,153,691,0,0,,3.71,0.82,,
008870,금비,71900,0,0,KOSPI,비금속광물,7.19e+10,,99607,1300,1.81,,,0.72,,
024070,WISCOM,4640,205,4.62,KOSPI,화학,71114672320,,7616,50,1.08,,,0.61,,
002820,SUN&L,5640,-70,-1.23,KOSPI,종이목재,71109057960,,16384,0,0,,,0.34,,
044380,주연테크,1300,60,4.84,KOSPI,전기전자,70995715700,,689,0,0,,,1.89,,
013000,세우글로벌,2470,0,0,KOSPI,유통업,70901426570,,1546,0,0,,,1.6,,
002690,동일제강,4505,-95,-2.07,KOSPI,철강금속,6.7575e+10,20,8653,0,0,,225.25,0.52,,
019180,티에이치엔,3715,-90,-2.37,KOSPI,전기전자,6.687e+10,,3741,30,0.81,,,0.99,,
006200,한국전자홀딩스,1420,-25,-1.73,KOSPI,기타금융,66460453120,,2169,0,0,,,0.65,,
084670,동양고속,22900,300,1.33,KOSPI,운수창고업,66308530100,,36836,500,2.18,,,0.62,,
109070,컨버즈,4100,0,0,KOSPI,종이목재,66185504600,,539,0,0,,,7.61,,
084870,TBH글로벌,3170,-30,-0.94,KOSPI,섬유의복,66116116230,,3744,0,0,,,0.85,,
072130,유엔젤,5010,10,0.2,KOSPI,서비스업,66109224540,,2765,0,0,,,1.81,,
006880,신송홀딩스,5580,-10,-0.18,KOSPI,유통업,66005027640,240,7600,100,1.79,,23.25,0.73,,
007610,선도전기,3625,-95,-2.55,KOSPI,전기전자,6.525e+10,140,5138,5,0.14,,25.89,0.71,,
025560,미래산업,14250,0,0,KOSPI,의료정밀,63441099750,,17191,0,0,,,0.83,,
010660,화천기계,2840,5,0.18,KOSPI,기계,6.248e+10,,5464,0,0,,,0.52,,
010400,우진아이엔에스,8100,-50,-0.61,KOSPI,건설업,61738200000,247,13308,250,3.09,,32.79,0.61,,
011420,갤럭시아에스엠,2240,50,2.28,KOSPI,서비스업,61711202560,36,752,0,0,,62.22,2.98,,
001210,금호전기,3645,-40,-1.09,KOSPI,전기전자,60024041145,,1369,0,0,,,2.66,,
025530,SJM홀딩스,4005,5,0.13,KOSPI,유통업,59810702040,221,9852,100,2.5,,18.12,0.41,,
006570,대림통상,3900,50,1.3,KOSPI,기계,59377500000,,5008,0,0,,,0.78,,
007630,폴루스바이오팜,1225,0,0,KOSPI,유통업,55134426375,,1413,0,0,,,0.87,,
014910,성문전자,2730,30,1.11,KOSPI,전기전자,53199119610,,1311,0,0,,,2.08,,
000760,이화산업,18550,450,2.49,KOSPI,유통업,5.194e+10,,35475,0,0,,,0.52,,
005820,원림,22500,-100,-0.44,KOSPI,섬유의복,51704325000,7819,45998,500,2.22,,2.88,0.49,,
018500,동원금속,1040,0,0,KOSPI,운수장비,48625130320,,684,0,0,,,1.52,,
088790,진도,3900,-60,-1.52,KOSPI,유통업,48546201600,,7790,0,0,,,0.5,,
051630,진양화학,3955,-5,-0.13,KOSPI,화학,4.746e+10,69,2300,0,0,,57.32,1.72,,
033250,체시스,1480,-5,-0.34,KOSPI,운수장비,4.736e+10,,954,0,0,,,1.55,,
010420,한솔PNS,2310,45,1.99,KOSPI,유통업,47338857720,144,2130,25,1.08,,16.04,1.08,,
030720,동원수산,9940,-410,-3.96,KOSPI,"농업, 임업 및 어업",46258821700,,10314,0,0,,,0.96,,
003680,한성기업,7410,-140,-1.85,KOSPI,음식료품,46012506150,400,8130,0,0,,18.53,0.91,,
011300,성안,787,0,0,KOSPI,섬유의복,44747135820,,977,0,0,,,0.81,,
011230,삼화전자,4100,10,0.24,KOSPI,전기전자,42877554000,,931,0,0,,,4.4,,
009140,경인전자,27150,-350,-1.27,KOSPI,전기전자,42647138550,1033,34421,250,0.92,,26.28,0.79,,
005030,부산주공,743,20,2.77,KOSPI,운수장비,42239191131,,469,0,0,,,1.58,,
001420,태원물산,5380,150,2.87,KOSPI,운수장비,4.0888e+10,,4160,50,0.93,,,1.29,,
071950,코아스,1310,-25,-1.87,KOSPI,기타제조업,40488445100,,771,0,0,,,1.7,,
015260,에이엔피,1800,10,0.56,KOSPI,전기전자,40205536200,,1864,0,0,,,0.97,,
004920,씨아이테크,980,0,0,KOSPI,기타제조업,39152684620,,1283,0,0,,,0.76,,
010640,진양폴리,3885,45,1.17,KOSPI,화학,3.885e+10,161,2691,125,3.22,,24.13,1.44,,
001770,SHD,29300,-300,-1.01,KOSPI,철강금속,35595925400,403,28484,100,0.34,,72.7,1.03,,
019490,하이트론,4840,50,1.04,KOSPI,전기전자,35435304960,,2286,0,0,,,2.12,,
012600,센트럴인사이트,2490,0,0,KOSPI,기계,33838831080,,1394,0,0,,,1.79,,
025890,한국주강,2680,25,0.94,KOSPI,기계,30308814120,,2654,0,0,,,1.01,,
002420,세기상사,6160,0,0,KOSPI,서비스업,25107667200,,5066,0,0,,,1.22,,
008500,일정실업,20900,200,0.97,KOSPI,섬유의복,2.508e+10,,21268,0,0,,,0.98,,
010580,지코,306,0,0,KOSPI,운수장비,19761980616,,177,0,0,,,1.73,,
